代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
002639,雪人股份,6.69,1.06%,0.07,17.89万,1.19亿,7.55%,6.87,6.37,6.38,6.62,0.84,3.20%,-79.77,2.00
002216,三全食品,24.88,1.06%,0.26,7.95万,1.97亿,3.82%,25.10,24.16,24.38,24.62,0.74,1.41%,26.14,7.23
688023,安恒信息,249.00,1.05%,2.59,8638,2.13亿,4.26%,251.50,241.01,245.18,246.41,1.15,1.67%,-411.20,12.39
600750,江中药业,10.59,1.05%,0.11,3.52万,3737.85万,1.62%,10.69,10.52,10.55,10.48,0.74,0.56%,12.57,1.76
300863,卡倍亿,106.91,1.05%,1.11,1.69万,1.81亿,6.92%,110.99,103.67,105.80,105.80,1.17,12.93%,140.50,10.57
002475,立讯精密,56.08,1.05%,0.58,60.00万,33.42亿,2.22%,56.29,55.06,55.06,55.50,0.73,0.86%,62.92,15.74
300829,金丹科技,91.86,1.04%,0.95,7909,7265.59万,3.09%,92.81,90.00,90.52,90.91,0.50,2.79%,75.39,8.07
688056,莱伯泰科,31.04,1.04%,0.32,4114,1264.52万,2.77%,31.18,30.33,30.81,30.72,0.57,2.66%,43.00,2.90
601162,天风证券,5.82,1.04%,0.06,177.94万,10.26亿,3.13%,5.84,5.66,5.70,5.76,1.69,4.64%,41.44,2.15
002727,一心堂,32.99,1.04%,0.34,7.26万,2.37亿,3.98%,33.50,32.20,32.60,32.65,0.76,1.87%,24.38,3.61
300418,昆仑万维,19.43,1.04%,0.20,21.53万,4.15亿,3.85%,19.59,18.85,19.10,19.23,1.06,2.15%,4.10,2.52
600908,无锡银行,5.84,1.04%,0.06,15.08万,8722.05万,2.08%,5.84,5.72,5.83,5.78,1.01,0.87%,8.08,0.94
300606,金太阳,19.48,1.04%,0.20,1.17万,2287.92万,4.30%,20.11,19.28,19.50,19.28,0.68,2.17%,25.76,3.41
600435,北方导航,8.77,1.04%,0.09,29.33万,2.57亿,4.38%,8.97,8.59,8.88,8.68,1.37,1.97%,1764.08,6.04
300228,富瑞特装,6.85,1.03%,0.07,21.11万,1.43亿,5.46%,6.98,6.61,6.82,6.78,0.69,5.03%,40.15,2.21
603323,苏农银行,4.90,1.03%,0.05,23.84万,1.16亿,2.27%,4.91,4.80,4.82,4.85,0.94,1.66%,7.50,0.75
600318,新力金融,9.80,1.03%,0.10,12.83万,1.25亿,2.89%,9.84,9.56,9.74,9.70,1.08,2.54%,129.49,3.93
603020,爱普股份,9.81,1.03%,0.10,1.48万,1452.01万,2.27%,9.88,9.66,9.68,9.71,0.42,0.46%,17.25,1.43
600512,腾达建设,2.96,1.02%,0.03,14.21万,4186.80万,1.02%,2.96,2.93,2.94,2.93,1.14,0.89%,7.34,0.92
600601,方正科技,3.95,1.02%,0.04,11.24万,4403.79万,2.56%,3.96,3.86,3.90,3.91,0.56,0.51%,-38.90,5.04
300078,思创医惠,8.91,1.02%,0.09,5.60万,4957.43万,3.17%,8.96,8.68,8.83,8.82,0.78,0.67%,75.45,2.54
300259,新天科技,4.96,1.02%,0.05,12.34万,6119.61万,2.85%,5.01,4.87,4.89,4.91,1.52,1.52%,17.15,2.43
002345,潮宏基,3.97,1.02%,0.04,9.06万,3607.98万,3.05%,4.05,3.93,3.98,3.93,1.17,1.02%,33.39,1.06
002139,拓邦股份,7.94,1.02%,0.08,25.23万,1.98亿,3.44%,8.01,7.74,7.93,7.86,0.84,2.69%,18.63,3.35
605068,明新旭腾,32.84,1.02%,0.33,1.85万,6021.99万,2.61%,32.93,32.08,32.10,32.51,0.68,4.47%,25.66,3.31
600684,珠江实业,2.99,1.01%,0.03,2.87万,851.64万,1.69%,2.99,2.94,2.96,2.96,0.68,0.34%,-145.73,0.98
600970,中材国际,7.03,1.01%,0.07,9.70万,6783.29万,2.30%,7.05,6.89,6.99,6.96,0.50,0.56%,8.92,1.15
688277,天智航-U,36.24,1.00%,0.36,9987,3578.24万,3.07%,36.35,35.25,35.80,35.88,0.64,2.85%,-222.04,15.15
603138,海量数据,14.11,1.00%,0.14,2.50万,3512.80万,5.65%,14.45,13.66,13.94,13.97,1.15,0.99%,133.93,7.12
002057,中钢天源,7.06,1.00%,0.07,8.46万,5984.36万,2.86%,7.19,6.99,7.01,6.99,0.96,1.47%,25.19,2.68
300020,银江股份,8.09,1.00%,0.08,8.81万,7134.87万,2.75%,8.19,7.97,8.02,8.01,0.77,1.40%,30.28,1.48
603602,纵横通信,12.15,1.00%,0.12,7.76万,9313.41万,3.66%,12.19,11.75,12.00,12.03,1.58,3.81%,-82.73,3.67
603603,博天环境,5.07,1.00%,0.05,3.15万,1598.20万,3.19%,5.19,5.03,5.17,5.02,0.48,1.23%,-21.44,2.35
603013,亚普股份,14.22,0.99%,0.14,1.55万,2209.20万,2.27%,14.33,14.01,14.10,14.08,0.73,2.59%,13.68,2.23
000848,承德露露,7.11,0.99%,0.07,19.54万,1.39亿,2.98%,7.22,7.01,7.02,7.04,0.58,1.82%,19.12,3.70
000045,深纺织Ａ,7.11,0.99%,0.07,1.59万,1121.14万,2.41%,7.14,6.97,7.04,7.04,0.75,0.35%,106.41,1.31
000701,厦门信达,5.08,0.99%,0.05,2.85万,1444.56万,2.19%,5.11,5.00,5.06,5.03,0.66,0.70%,17.30,12.13
688500,慧辰资讯,38.75,0.99%,0.38,2248,867.16万,2.29%,38.91,38.03,38.91,38.37,0.97,1.33%,120.37,2.45
300271,华宇软件,23.46,0.99%,0.23,5.99万,1.40亿,2.41%,23.62,23.06,23.49,23.23,0.73,0.87%,366.40,3.16
002739,万达电影,17.35,0.99%,0.17,17.92万,3.10亿,2.79%,17.48,17.00,17.30,17.18,0.85,0.92%,-14.40,2.63
300293,蓝英装备,16.33,0.99%,0.16,6.61万,1.08亿,4.27%,16.72,16.03,16.15,16.17,0.86,2.45%,-65.36,5.99
002428,云南锗业,12.26,0.99%,0.12,12.62万,1.55亿,3.13%,12.44,12.06,12.06,12.14,0.87,1.96%,663.42,5.56
000637,茂化实华,4.09,0.99%,0.04,1.68万,687.41万,1.98%,4.12,4.04,4.05,4.05,0.71,0.46%,89.20,2.34
300276,三丰智能,4.13,0.98%,0.04,12.51万,5150.82万,2.69%,4.16,4.05,4.10,4.09,0.60,1.21%,58.34,1.60
000608,阳光股份,3.10,0.98%,0.03,3.73万,1151.57万,2.61%,3.12,3.04,3.07,3.07,0.73,0.50%,-21.71,0.83
605136,丽人丽妆,26.89,0.98%,0.26,1.84万,4909.89万,2.03%,26.99,26.45,26.79,26.63,0.72,4.59%,42.10,4.90
002807,江阴银行,4.14,0.98%,0.04,21.11万,8651.37万,2.20%,4.14,4.05,4.08,4.10,1.11,0.98%,10.40,0.79
601225,陕西煤业,9.32,0.98%,0.09,52.29万,4.88亿,2.60%,9.41,9.17,9.25,9.23,0.82,0.52%,6.09,1.39
300666,江丰电子,47.64,0.97%,0.46,3.28万,1.55亿,3.12%,48.17,46.70,47.40,47.18,0.75,2.40%,72.87,10.27
600879,航天电子,7.25,0.97%,0.07,77.49万,5.58亿,3.90%,7.33,7.05,7.15,7.18,1.00,2.85%,43.11,1.57
600662,强生控股,8.29,0.97%,0.08,2.98万,2467.52万,2.19%,8.39,8.21,8.21,8.21,0.73,0.28%,148.36,2.71
000930,中粮科技,8.29,0.97%,0.08,24.03万,1.98亿,1.71%,8.33,8.19,8.20,8.21,0.61,2.49%,21.73,1.50
601788,光大证券,17.62,0.97%,0.17,33.55万,5.86亿,2.58%,17.65,17.20,17.32,17.45,0.94,0.86%,18.41,1.61
002568,百润股份,101.68,0.97%,0.98,2.77万,2.82亿,4.09%,103.45,99.33,100.56,100.70,0.82,0.80%,106.65,17.78
601577,长沙银行,9.34,0.97%,0.09,11.37万,1.05亿,1.84%,9.34,9.17,9.23,9.25,0.62,1.14%,5.64,0.85
300902,国安达,33.21,0.97%,0.32,3.20万,1.05亿,4.86%,33.80,32.20,32.80,32.89,1.23,10.53%,76.71,5.22
300198,纳川股份,5.19,0.97%,0.05,14.15万,7279.46万,2.53%,5.21,5.08,5.18,5.14,1.03,1.63%,92.97,3.73
688055,龙腾光电,8.35,0.97%,0.08,9.60万,8002.08万,3.02%,8.45,8.20,8.34,8.27,0.75,3.56%,180.64,7.72
300790,宇瞳光学,17.82,0.96%,0.17,6858,1221.05万,3.06%,17.95,17.41,17.41,17.65,0.67,0.63%,36.12,3.05
605288,凯迪股份,126.20,0.96%,1.20,1.05万,1.30亿,4.48%,126.60,121.00,123.52,125.00,1.12,8.42%,44.93,3.32
600176,中国巨石,19.99,0.96%,0.19,38.63万,7.72亿,3.28%,20.33,19.68,19.68,19.80,0.87,1.10%,41.03,4.27
300505,川金诺,15.80,0.96%,0.15,1.91万,3033.27万,3.39%,16.09,15.56,15.70,15.65,1.31,2.33%,30.88,2.15
300244,迪安诊断,33.71,0.96%,0.32,8.42万,2.84亿,3.59%,34.28,33.08,33.36,33.39,0.80,1.84%,17.44,4.42
002155,湖南黄金,8.43,0.96%,0.08,12.59万,1.06亿,2.04%,8.48,8.31,8.35,8.35,0.92,1.05%,37.23,1.98
300340,科恒股份,12.66,0.96%,0.12,11.30万,1.44亿,6.54%,13.08,12.26,12.26,12.54,0.60,6.56%,-28.84,1.96
600558,大西洋,3.17,0.96%,0.03,11.21万,3525.11万,2.87%,3.18,3.09,3.11,3.14,1.06,1.25%,40.72,1.39
603199,九华旅游,19.10,0.95%,0.18,5786,1112.10万,2.85%,19.46,18.92,18.92,18.92,1.12,0.52%,127.03,1.78
300398,飞凯材料,17.02,0.95%,0.16,3.29万,5582.07万,2.73%,17.17,16.71,16.82,16.86,0.70,0.65%,38.79,3.39
002896,中大力德,26.72,0.94%,0.25,1.17万,3115.13万,3.78%,27.00,26.00,26.26,26.47,0.85,1.47%,26.66,3.13
002695,煌上煌,22.49,0.94%,0.21,4.00万,8952.43万,2.02%,22.60,22.15,22.35,22.28,0.67,0.87%,37.08,4.86
300507,苏奥传感,10.72,0.94%,0.10,3.23万,3464.04万,2.73%,10.83,10.54,10.56,10.62,0.82,1.71%,35.69,3.08
002311,海大集团,65.71,0.94%,0.61,11.22万,7.33亿,3.01%,66.16,64.20,64.71,65.10,1.30,0.68%,39.48,9.46
300371,汇中股份,12.95,0.94%,0.12,8260,1067.24万,2.03%,13.04,12.78,12.84,12.83,0.79,0.75%,20.24,2.79
600743,华远地产,2.17,0.93%,0.02,7.16万,1550.30万,1.86%,2.19,2.15,2.16,2.15,0.83,0.30%,13.17,0.61
300449,汉邦高科,13.02,0.93%,0.12,35.71万,4.62亿,6.20%,13.28,12.48,12.60,12.90,1.06,14.61%,83.59,4.30
300231,银信科技,8.74,0.92%,0.08,5.85万,5116.88万,3.00%,8.85,8.59,8.75,8.66,1.06,1.63%,21.08,2.94
600089,特变电工,9.86,0.92%,0.09,167.20万,16.69亿,4.71%,10.24,9.78,9.83,9.77,0.69,4.50%,17.66,1.15
002182,云海金属,13.16,0.92%,0.12,26.15万,3.48亿,4.83%,13.63,13.00,13.13,13.04,0.74,4.95%,37.20,3.10
600993,马应龙,19.88,0.91%,0.18,3.94万,7795.10万,1.57%,19.91,19.60,19.69,19.70,0.62,0.92%,19.50,3.10
688111,金山办公,374.15,0.91%,3.38,2.06万,7.77亿,4.44%,382.47,366.02,368.01,370.77,1.29,0.96%,217.31,26.43
002649,博彦科技,8.89,0.91%,0.08,7.56万,6713.32万,3.06%,9.02,8.75,8.86,8.81,0.38,1.64%,15.79,1.66
600590,泰豪科技,5.58,0.90%,0.05,5.60万,3114.05万,2.35%,5.62,5.49,5.53,5.53,0.57,0.66%,31.77,1.21
002110,三钢闽光,6.70,0.90%,0.06,15.44万,1.04亿,1.20%,6.76,6.68,6.68,6.64,0.91,0.70%,6.24,0.83
603339,四方科技,11.20,0.90%,0.10,7.62万,8483.78万,4.95%,11.42,10.87,11.07,11.10,0.75,2.46%,26.94,1.92
002106,莱宝高科,11.20,0.90%,0.10,12.46万,1.39亿,2.70%,11.25,10.95,11.11,11.10,0.96,1.77%,18.77,1.84
603991,至正股份,39.27,0.90%,0.35,3613,1413.93万,3.39%,39.67,38.35,39.31,38.92,0.30,0.48%,-61.35,7.64
002845,同兴达,25.82,0.90%,0.23,1.74万,4463.96万,2.70%,25.95,25.26,25.60,25.59,0.89,1.45%,26.54,2.66
600301,ST南化,6.74,0.90%,0.06,1.12万,755.59万,3.14%,6.81,6.60,6.66,6.68,1.60,0.48%,163.42,4.80
603721,中广天择,12.36,0.90%,0.11,1.50万,1842.10万,3.02%,12.45,12.08,12.30,12.25,0.89,1.15%,-118.91,3.01
600188,兖州煤业,10.12,0.90%,0.09,29.81万,3.03亿,4.19%,10.32,9.90,10.02,10.03,0.85,1.01%,6.48,0.87
002765,蓝黛科技,5.63,0.90%,0.05,25.00万,1.41亿,4.48%,5.75,5.50,5.56,5.58,0.60,6.77%,81.99,1.75
002248,华东数控,5.63,0.90%,0.05,1.50万,839.42万,3.94%,5.72,5.50,5.52,5.58,0.64,0.50%,-17.50,30.61
688379,华光新材,23.66,0.90%,0.21,3809,899.06万,2.17%,23.88,23.37,23.39,23.45,0.66,1.90%,38.38,2.40
688558,国盛智科,25.98,0.89%,0.23,9750,2522.06万,4.97%,26.39,25.11,25.62,25.75,1.57,3.11%,31.66,2.87
002511,中顺洁柔,20.34,0.89%,0.18,18.31万,3.73亿,2.43%,20.52,20.03,20.30,20.16,0.94,1.44%,29.78,5.58
600378,昊华科技,20.48,0.89%,0.18,5.11万,1.04亿,4.38%,20.93,20.04,20.36,20.30,1.67,1.43%,31.69,3.00
300845,捷安高科,30.73,0.89%,0.27,6690,2049.68万,2.72%,30.97,30.14,30.69,30.46,0.63,2.90%,84.21,3.90
300736,百邦科技,9.11,0.89%,0.08,2.33万,2106.09万,2.55%,9.13,8.90,9.01,9.03,0.80,2.87%,-33.51,4.83
603360,百傲化学,14.84,0.88%,0.13,2.78万,4130.68万,2.58%,15.03,14.65,14.80,14.71,0.75,1.06%,16.27,3.49
300285,国瓷材料,44.55,0.88%,0.39,8.87万,3.93亿,3.62%,44.78,43.18,44.00,44.16,0.89,1.18%,80.68,9.25
603357,设计总院,9.16,0.88%,0.08,1.18万,1077.57万,1.21%,9.19,9.08,9.09,9.08,0.81,0.26%,10.83,1.64
603496,恒为科技,16.04,0.88%,0.14,1.14万,1838.27万,2.83%,16.37,15.92,15.93,15.90,0.88,1.04%,364.42,4.05
002556,辉隆股份,8.02,0.88%,0.07,6.75万,5386.58万,2.14%,8.06,7.89,7.99,7.95,0.59,0.86%,24.60,2.54
600797,浙大网新,6.88,0.88%,0.06,7.49万,5137.29万,1.91%,6.91,6.78,6.80,6.82,0.49,0.73%,30.97,1.69
600770,综艺股份,5.74,0.88%,0.05,25.10万,1.45亿,3.87%,5.87,5.65,5.76,5.69,1.25,1.93%,25.37,1.97
600302,标准股份,4.60,0.88%,0.04,5.23万,2398.94万,3.07%,4.65,4.51,4.56,4.56,1.01,1.51%,1052.56,1.48
000837,*ST秦机,6.91,0.88%,0.06,3.75万,2595.45万,2.19%,6.98,6.83,6.83,6.85,0.68,0.54%,29.67,2.29
600850,华东电脑,26.55,0.87%,0.23,5.93万,1.57亿,3.91%,26.95,25.92,26.25,26.32,1.05,1.39%,34.47,4.21
002900,哈三联,9.25,0.87%,0.08,1.47万,1358.00万,3.49%,9.40,9.08,9.20,9.17,0.52,0.46%,99.12,1.66
600845,宝信软件,65.94,0.87%,0.57,3.86万,2.53亿,1.82%,66.19,65.00,65.00,65.37,0.87,0.46%,59.02,11.04
000419,通程控股,4.64,0.87%,0.04,2.07万,953.31万,1.96%,4.65,4.56,4.58,4.60,0.77,0.38%,11.40,0.83
600482,中国动力,17.43,0.87%,0.15,6.41万,1.11亿,3.53%,17.66,17.05,17.33,17.28,0.89,1.01%,48.06,1.05
600800,天津磁卡,4.65,0.87%,0.04,5.81万,2685.62万,2.82%,4.68,4.55,4.61,4.61,0.63,0.95%,110.25,2.10
300783,三只松鼠,40.70,0.87%,0.35,2.16万,8772.29万,2.21%,41.08,40.19,40.38,40.35,0.61,0.95%,46.32,7.93
603871,嘉友国际,20.94,0.87%,0.18,9806,2045.78万,2.22%,21.03,20.57,20.76,20.76,0.57,1.79%,12.20,2.31
002661,克明面业,17.45,0.87%,0.15,3.88万,6770.21万,2.77%,17.64,17.16,17.29,17.30,0.66,1.18%,15.18,2.31
600340,华夏幸福,12.80,0.87%,0.11,11.06万,1.41亿,2.21%,12.84,12.56,12.60,12.69,0.91,0.28%,5.16,1.03
300208,青岛中程,13.97,0.87%,0.12,38.25万,5.39亿,5.70%,14.50,13.71,13.82,13.85,0.67,5.57%,-516.63,5.97
600249,两面针,4.67,0.86%,0.04,5.50万,2561.74万,1.94%,4.69,4.60,4.62,4.63,0.43,1.00%,30.85,1.20
600010,包钢股份,1.17,0.86%,0.01,177.45万,2.07亿,1.72%,1.18,1.16,1.16,1.16,1.04,0.56%,239.27,1.01
002374,丽鹏股份,2.34,0.86%,0.02,5.05万,1174.37万,1.72%,2.34,2.30,2.32,2.32,0.79,0.59%,-51.34,0.89
000565,渝三峡Ａ,4.70,0.86%,0.04,1.83万,854.40万,2.15%,4.71,4.61,4.64,4.66,0.65,0.42%,37.67,1.75
688090,瑞松科技,38.93,0.85%,0.33,1495,582.97万,1.81%,39.28,38.58,38.94,38.60,0.68,0.93%,46.79,2.80
603955,大千生态,14.21,0.85%,0.12,4663,661.00万,1.35%,14.26,14.07,14.09,14.09,0.77,0.34%,20.62,1.27
600698,ST天雁,2.38,0.85%,0.02,6.19万,1478.87万,2.54%,2.42,2.36,2.36,2.36,0.48,0.84%,556.78,3.28
000990,诚志股份,11.94,0.84%,0.10,4.77万,5701.22万,3.55%,12.10,11.68,11.84,11.84,0.66,0.57%,288.78,0.92
002504,弘高创意,2.39,0.84%,0.02,4.22万,1005.69万,2.53%,2.41,2.35,2.37,2.37,0.92,1.02%,-127.47,3.99
002841,视源股份,110.11,0.84%,0.92,1.35万,1.48亿,2.43%,110.81,108.16,109.21,109.19,1.10,0.34%,39.29,10.91
300533,冰川网络,23.98,0.84%,0.20,1.14万,2744.17万,2.27%,24.27,23.73,23.76,23.78,0.79,1.17%,23.15,2.06
600313,农发种业,6.01,0.84%,0.05,112.06万,6.75亿,6.88%,6.22,5.81,6.08,5.96,0.63,10.99%,-920.74,4.53
000519,中兵红箭,9.66,0.84%,0.08,35.77万,3.42亿,3.97%,9.73,9.35,9.51,9.58,1.06,2.57%,30.63,1.59
600187,国中水务,2.42,0.83%,0.02,7.89万,1901.35万,0.83%,2.42,2.40,2.42,2.40,0.83,0.48%,82.90,1.16
002027,分众传媒,9.70,0.83%,0.08,76.78万,7.42亿,2.70%,9.80,9.54,9.55,9.62,0.78,0.52%,48.48,9.38
000333,美的集团,95.98,0.83%,0.79,23.16万,22.13亿,2.51%,96.60,94.21,95.50,95.19,0.82,0.34%,22.97,5.97
002207,准油股份,6.08,0.83%,0.05,1.51万,912.35万,2.82%,6.13,5.96,6.13,6.03,0.96,0.64%,1253.30,10.71
603819,神力股份,11.02,0.82%,0.09,7227,793.30万,2.29%,11.07,10.82,10.85,10.93,0.61,0.33%,149.19,3.24
600749,西藏旅游,8.58,0.82%,0.07,7388,632.63万,1.65%,8.62,8.48,8.49,8.51,0.87,0.33%,-1353.10,1.89
600251,冠农股份,7.37,0.82%,0.06,18.20万,1.34亿,3.28%,7.49,7.25,7.35,7.31,0.80,2.34%,18.60,2.40
000528,柳 工,7.37,0.82%,0.06,19.12万,1.41亿,2.60%,7.45,7.26,7.29,7.31,1.12,1.31%,8.19,0.98
300893,松原股份,38.11,0.82%,0.31,2.60万,9775.40万,5.37%,38.55,36.52,36.88,37.80,0.99,10.96%,46.49,5.58
002394,联发股份,9.84,0.82%,0.08,2.47万,2423.90万,2.36%,9.94,9.71,9.80,9.76,1.24,0.76%,6.90,0.91
603156,养元饮品,25.86,0.82%,0.21,4.98万,1.26亿,2.92%,25.92,25.17,25.90,25.65,0.83,0.65%,21.01,2.86
603630,拉芳家化,16.01,0.82%,0.13,2.35万,3738.85万,1.95%,16.06,15.75,15.99,15.88,0.52,1.05%,33.13,2.02
600702,ST舍得,89.94,0.82%,0.73,7.65万,6.88亿,3.83%,91.12,87.70,89.02,89.21,0.60,2.31%,72.95,9.15
688123,聚辰股份,58.08,0.82%,0.47,5603,3229.85万,4.69%,58.70,56.00,57.17,57.61,0.61,0.68%,44.06,4.95
300407,凯发电气,7.44,0.81%,0.06,2.99万,2228.07万,2.57%,7.54,7.35,7.38,7.38,0.80,1.42%,103.60,1.68
605166,聚合顺,9.93,0.81%,0.08,1.41万,1397.81万,2.74%,10.07,9.80,9.88,9.85,0.51,1.79%,37.58,2.81
002007,华兰生物,41.23,0.81%,0.33,19.69万,8.09亿,2.57%,41.58,40.53,40.86,40.90,0.88,1.26%,58.51,10.81
002005,ST德豪,1.25,0.81%,0.01,13.25万,1646.32万,4.84%,1.28,1.22,1.24,1.24,2.08,0.78%,-10.04,0.97
603776,永安行,16.31,0.80%,0.13,1.35万,2192.15万,1.79%,16.43,16.14,16.22,16.18,0.48,0.72%,20.91,1.10
002724,海洋王,7.53,0.80%,0.06,4.87万,3671.10万,2.68%,7.63,7.43,7.45,7.47,0.88,1.46%,29.98,2.36
688222,成都先导,29.11,0.80%,0.23,1.05万,3049.08万,4.33%,29.66,28.41,28.78,28.88,0.66,2.85%,598.76,9.51
603997,继峰股份,7.63,0.79%,0.06,2.12万,1619.31万,2.77%,7.72,7.51,7.57,7.57,0.48,0.27%,-19.88,1.95
002955,鸿合科技,21.72,0.79%,0.17,8304,1799.31万,3.02%,21.95,21.30,21.57,21.55,0.70,0.85%,67.20,1.71
002705,新宝股份,42.30,0.79%,0.33,4.06万,1.71亿,5.24%,43.00,40.80,41.54,41.97,0.96,0.51%,27.94,6.94
600550,保变电气,5.13,0.79%,0.04,17.76万,9121.94万,2.75%,5.21,5.07,5.08,5.09,0.38,1.16%,346.84,14.52
002334,英威腾,5.13,0.79%,0.04,7.39万,3777.01万,2.36%,5.17,5.05,5.09,5.09,0.71,1.17%,30.77,2.32
002825,纳尔股份,14.14,0.78%,0.11,1.25万,1758.09万,2.78%,14.30,13.91,14.17,14.03,0.80,1.41%,18.54,2.69
300132,青松股份,18.00,0.78%,0.14,14.83万,2.67亿,4.42%,18.36,17.57,17.70,17.86,1.12,3.22%,19.49,3.08
000869,张 裕Ａ,43.75,0.78%,0.34,6.40万,2.82亿,3.39%,44.67,43.20,43.37,43.41,0.57,1.41%,55.71,2.94
300770,新媒股份,68.21,0.78%,0.53,2.54万,1.73亿,3.00%,69.21,67.18,67.68,67.68,0.71,1.80%,25.97,6.24
000166,申万宏源,5.15,0.78%,0.04,70.05万,3.59亿,1.57%,5.16,5.08,5.10,5.11,1.34,0.31%,14.81,1.48
600597,光明乳业,16.74,0.78%,0.13,22.14万,3.73亿,3.85%,17.12,16.48,16.56,16.61,0.72,1.81%,36.13,3.43
000550,江铃汽车,20.64,0.78%,0.16,17.85万,3.72亿,4.98%,21.26,20.24,20.24,20.48,0.69,3.44%,37.26,1.65
600371,万向德农,15.52,0.78%,0.12,19.64万,3.04亿,4.87%,15.85,15.10,15.56,15.40,0.63,6.71%,82.40,8.93
002571,德力股份,10.37,0.78%,0.08,7.81万,8091.38万,3.79%,10.56,10.17,10.25,10.29,0.87,2.63%,3536.94,2.83
600933,爱柯迪,15.64,0.77%,0.12,2.73万,4262.40万,2.45%,15.78,15.40,15.60,15.52,0.80,0.32%,39.88,3.21
000571,*ST大洲,2.61,0.77%,0.02,5.99万,1592.50万,4.63%,2.72,2.60,2.72,2.59,1.27,0.74%,-17.62,3.26
605128,上海沿浦,28.72,0.77%,0.22,5966,1712.33万,2.84%,29.08,28.27,28.55,28.50,0.98,2.98%,33.39,2.35
300596,利安隆,39.26,0.77%,0.30,9194,3639.68万,3.88%,40.36,38.85,39.00,38.96,0.52,0.50%,28.30,3.87
603657,春光科技,17.06,0.77%,0.13,1.02万,1747.81万,3.78%,17.46,16.82,16.93,16.93,0.79,2.54%,18.32,2.50
300631,久吾高科,17.09,0.77%,0.13,1.27万,2167.53万,2.54%,17.23,16.80,17.04,16.96,0.76,1.20%,42.21,2.63
002777,久远银海,22.37,0.77%,0.17,1.65万,3668.39万,2.57%,22.48,21.91,22.20,22.20,0.68,0.61%,59.47,6.07
600211,西藏药业,65.81,0.77%,0.50,5.49万,3.62亿,4.39%,67.67,64.80,65.31,65.31,0.67,2.21%,37.72,6.43
601818,光大银行,3.95,0.77%,0.03,101.64万,4.00亿,1.53%,3.96,3.90,3.91,3.92,0.89,0.25%,5.41,0.65
000912,泸天化,3.95,0.77%,0.03,5.14万,2027.22万,2.55%,3.99,3.89,3.92,3.92,1.23,0.33%,26.06,1.19
600033,福建高速,2.64,0.76%,0.02,6.48万,1706.98万,1.53%,2.65,2.61,2.62,2.62,1.36,0.24%,21.88,0.75
002420,ST毅昌,3.96,0.76%,0.03,2.25万,889.82万,1.53%,3.98,3.92,3.93,3.93,1.42,0.58%,26.68,2.91
300731,科创新源,21.13,0.76%,0.16,2.88万,6025.78万,5.29%,21.40,20.29,20.97,20.97,1.19,2.44%,62.45,4.34
002898,赛隆药业,9.25,0.76%,0.07,1.44万,1331.04万,1.85%,9.35,9.18,9.20,9.18,0.28,1.42%,-56.61,2.57
003016,欣贺股份,9.29,0.76%,0.07,2.52万,2338.86万,1.41%,9.32,9.19,9.20,9.22,0.65,2.36%,24.91,1.38
605333,沪光股份,14.62,0.76%,0.11,2.24万,3261.57万,2.96%,14.80,14.37,14.50,14.51,0.82,5.59%,100.32,7.81
002108,沧州明珠,5.32,0.76%,0.04,118.54万,6.31亿,5.30%,5.45,5.17,5.18,5.28,1.28,8.36%,23.77,2.20
002012,凯恩股份,5.32,0.76%,0.04,4.14万,2189.68万,2.08%,5.34,5.23,5.27,5.28,0.52,0.89%,30.73,1.86
688135,利扬芯片,42.57,0.76%,0.32,2.36万,1.00亿,4.76%,43.57,41.56,41.89,42.25,0.90,8.53%,142.38,6.08
600353,旭光电子,5.34,0.75%,0.04,2.04万,1085.74万,1.89%,5.37,5.27,5.29,5.30,0.88,0.38%,35.96,2.53
600856,*ST中天,1.34,0.75%,0.01,4.48万,588.99万,6.02%,1.35,1.27,1.34,1.33,0.94,0.33%,-3.07,11.03
000666,经纬纺机,8.06,0.75%,0.06,2.55万,2036.63万,1.75%,8.07,7.93,7.98,8.00,0.82,0.87%,17.65,0.63
600838,上海九百,6.72,0.75%,0.05,2.08万,1389.47万,2.40%,6.77,6.61,6.67,6.67,0.71,0.52%,49.76,2.00
600633,浙数文化,8.07,0.75%,0.06,4.87万,3942.56万,1.75%,8.15,8.01,8.02,8.01,0.64,0.37%,18.31,1.26
002471,中超控股,2.69,0.75%,0.02,27.14万,7297.51万,3.00%,2.73,2.65,2.65,2.67,0.53,2.15%,-86.13,2.44
600714,金瑞矿业,5.40,0.75%,0.04,1.49万,803.62万,2.61%,5.44,5.30,5.36,5.36,0.67,0.52%,3151.56,2.53
600106,重庆路桥,2.70,0.75%,0.02,8.05万,2172.26万,1.87%,2.72,2.67,2.68,2.68,1.38,0.61%,13.37,0.95
601607,上海医药,18.91,0.75%,0.14,7.23万,1.36亿,1.12%,18.93,18.72,18.87,18.77,0.82,0.38%,11.19,1.21
000795,英洛华,5.41,0.74%,0.04,14.77万,7996.40万,3.72%,5.50,5.30,5.37,5.37,1.15,1.31%,42.41,2.62
601916,浙商银行,4.06,0.74%,0.03,32.02万,1.29亿,1.74%,4.07,4.00,4.02,4.03,1.68,0.46%,6.38,0.76
