代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
002016,世荣兆业,6.68,1.67%,0.11,4.01万,2656.72万,2.28%,6.70,6.55,6.60,6.57,1.10,0.58%,6.27,1.42
601116,三江购物,10.34,1.67%,0.17,2.03万,2076.03万,2.85%,10.37,10.08,10.23,10.17,0.89,0.49%,39.73,1.79
300399,天利科技,15.82,1.67%,0.26,2.01万,3219.27万,4.63%,16.35,15.63,15.65,15.56,1.03,1.34%,106.57,6.71
000570,苏常柴Ａ,5.49,1.67%,0.09,13.43万,7407.20万,7.41%,5.75,5.35,5.37,5.40,0.99,3.26%,59.34,1.42
300518,盛讯达,36.10,1.66%,0.59,2.11万,7735.57万,8.45%,38.30,35.30,35.78,35.51,1.77,4.07%,42.04,3.95
002542,中化岩土,3.06,1.66%,0.05,7.72万,2351.97万,3.65%,3.09,2.98,2.98,3.01,1.36,0.57%,24.22,1.36
600100,同方股份,6.13,1.66%,0.10,8.90万,5437.69万,2.16%,6.15,6.02,6.03,6.03,0.94,0.30%,-77.24,1.16
002937,兴瑞科技,12.26,1.66%,0.20,1.22万,1500.18万,3.98%,12.47,11.99,11.99,12.06,0.92,1.25%,29.09,3.70
600939,重庆建工,3.68,1.66%,0.06,1.97万,725.68万,2.49%,3.72,3.63,3.64,3.62,1.05,0.11%,31.00,0.97
002474,榕基软件,6.14,1.66%,0.10,3.13万,1926.78万,2.81%,6.22,6.05,6.05,6.04,0.85,0.65%,111.31,2.45
600769,祥龙电业,5.53,1.65%,0.09,6.77万,3773.96万,6.80%,5.75,5.38,5.40,5.44,1.60,1.81%,391.60,34.81
300595,欧普康视,81.84,1.65%,1.33,4.81万,3.92亿,3.97%,82.81,79.61,80.51,80.51,0.99,1.11%,134.32,30.87
603515,欧普照明,29.58,1.65%,0.48,1.35万,3989.32万,2.99%,29.92,29.05,29.07,29.10,0.81,0.18%,32.89,4.50
002758,华通医药,11.73,1.65%,0.19,1.06万,1228.10万,1.91%,11.73,11.51,11.67,11.54,0.52,0.54%,184.05,1.73
688579,山大地纬,14.23,1.64%,0.23,8688,1251.63万,5.14%,14.70,13.98,13.98,14.00,1.23,2.41%,2220.76,5.09
600666,ST瑞德,1.24,1.64%,0.02,3.06万,378.20万,2.46%,1.25,1.22,1.23,1.22,0.65,0.38%,-6.83,2.64
002659,凯文教育,4.96,1.64%,0.08,12.17万,6115.17万,5.33%,5.16,4.90,4.92,4.88,1.08,2.44%,-23.11,1.18
002103,广博股份,4.34,1.64%,0.07,4.70万,2030.64万,2.81%,4.36,4.24,4.26,4.27,0.78,1.30%,240.51,2.24
002442,龙星化工,4.35,1.64%,0.07,11.90万,5201.91万,5.37%,4.46,4.23,4.29,4.28,0.83,2.48%,74.29,1.66
002725,跃岭股份,8.08,1.64%,0.13,1.66万,1339.41万,4.28%,8.20,7.86,7.92,7.95,0.72,0.85%,159.82,2.16
002724,海洋王,7.47,1.63%,0.12,6.38万,4760.69万,4.08%,7.60,7.30,7.36,7.35,1.06,1.92%,29.74,2.34
688086,紫晶存储,38.09,1.63%,0.61,9718,3685.98万,3.52%,38.51,37.19,37.50,37.48,0.81,2.13%,66.30,3.98
300240,飞力达,5.62,1.63%,0.09,4.77万,2677.38万,3.62%,5.69,5.49,5.53,5.53,0.59,1.32%,73.91,1.75
600130,波导股份,3.75,1.63%,0.06,8.94万,3368.83万,3.25%,3.81,3.69,3.70,3.69,0.99,1.16%,63.68,3.07
002705,新宝股份,41.97,1.62%,0.67,4.02万,1.67亿,3.83%,42.30,40.72,41.98,41.30,0.87,0.50%,27.72,6.88
688166,博瑞医药,44.48,1.62%,0.71,1.59万,7036.77万,3.11%,44.58,43.22,44.00,43.77,0.87,0.88%,112.36,13.14
603032,德新交运,15.04,1.62%,0.24,3.45万,5186.49万,3.51%,15.26,14.74,14.84,14.80,2.31,2.15%,2328.75,3.52
300795,米奥会展,18.83,1.62%,0.30,1.33万,2524.42万,5.88%,19.29,18.20,18.65,18.53,0.60,3.61%,-27.80,4.19
605198,德利股份,22.60,1.62%,0.36,1.19万,2683.70万,4.95%,23.09,21.99,22.20,22.24,0.97,5.95%,54.05,3.97
600583,海油工程,4.40,1.62%,0.07,10.75万,4716.79万,1.85%,4.42,4.34,4.35,4.33,0.74,0.24%,183.28,0.86
000701,厦门信达,5.03,1.62%,0.08,3.90万,1981.20万,3.84%,5.14,4.95,4.95,4.95,0.92,0.96%,17.13,12.01
600372,中航电子,18.25,1.61%,0.29,31.03万,5.64亿,3.95%,18.46,17.75,17.81,17.96,1.04,1.61%,63.62,3.38
300078,思创医惠,8.82,1.61%,0.14,7.89万,6996.80万,3.34%,8.95,8.66,8.68,8.68,1.12,0.95%,74.68,2.52
000540,中天金融,3.15,1.61%,0.05,35.69万,1.13亿,4.19%,3.23,3.10,3.11,3.10,1.04,0.51%,20.68,1.19
600159,大龙地产,2.53,1.61%,0.04,5.44万,1370.06万,4.02%,2.56,2.46,2.47,2.49,1.14,0.66%,39.02,0.89
000058,深 赛 格,6.33,1.61%,0.10,4.40万,2783.13万,3.05%,6.39,6.20,6.22,6.23,0.92,0.82%,62.86,4.01
600258,首旅酒店,20.26,1.60%,0.32,16.63万,3.42亿,6.52%,21.27,19.97,20.26,19.94,0.98,1.70%,-27.04,2.40
300761,立华股份,31.77,1.60%,0.50,3.64万,1.13亿,7.36%,32.11,29.81,30.85,31.27,1.45,3.05%,79.00,1.96
300685,艾德生物,73.17,1.60%,1.15,2.44万,1.77亿,4.28%,74.28,71.20,72.07,72.02,0.75,1.12%,96.51,15.35
605001,威奥股份,17.18,1.60%,0.27,3.70万,6342.26万,4.08%,17.49,16.80,16.81,16.91,1.34,4.89%,141.52,1.90
603333,尚纬股份,5.73,1.60%,0.09,3.82万,2172.57万,2.30%,5.73,5.60,5.60,5.64,0.62,0.74%,48.58,1.93
002998,优彩资源,8.92,1.59%,0.14,3.75万,3348.58万,3.30%,9.06,8.77,8.85,8.78,0.82,4.60%,25.55,2.15
002429,兆驰股份,5.74,1.59%,0.09,43.77万,2.53亿,6.02%,5.92,5.58,5.60,5.65,1.06,0.97%,17.53,2.41
002925,盈趣科技,61.49,1.59%,0.96,2.48万,1.54亿,3.55%,62.79,60.64,61.00,60.53,0.79,1.47%,30.76,6.34
603899,晨光文具,87.77,1.59%,1.37,2.89万,2.51亿,4.13%,88.77,85.20,85.68,86.40,1.06,0.31%,66.87,16.39
002907,华森制药,13.46,1.58%,0.21,7315,982.19万,2.34%,13.54,13.23,13.27,13.25,0.68,0.26%,42.78,5.03
603727,博迈科,15.39,1.58%,0.24,6672,1027.86万,2.90%,15.54,15.10,15.15,15.15,0.62,0.28%,34.11,1.51
002120,韵达股份,15.42,1.58%,0.24,13.88万,2.14亿,2.83%,15.52,15.09,15.15,15.18,0.82,0.50%,32.87,3.20
300277,海联讯,9.00,1.58%,0.14,5.47万,4963.17万,4.74%,9.23,8.81,8.94,8.86,1.22,1.64%,134.10,6.33
603996,*ST中新,1.93,1.58%,0.03,4.54万,869.13万,4.74%,1.95,1.86,1.86,1.90,0.72,1.51%,-1.11,-0.62
000936,华西股份,7.72,1.58%,0.12,24.35万,1.90亿,8.95%,8.20,7.52,7.65,7.60,0.61,2.75%,-15.65,1.45
603810,丰山集团,22.55,1.58%,0.35,9163,2060.85万,3.33%,22.77,22.03,22.20,22.20,0.80,1.66%,10.89,2.04
603676,卫信康,9.02,1.58%,0.14,2.89万,2634.97万,4.73%,9.27,8.85,8.90,8.88,1.07,0.68%,63.32,3.99
300517,海波重科,15.47,1.58%,0.24,1.11万,1718.13万,5.06%,15.89,15.12,15.24,15.23,0.86,1.77%,36.20,2.16
002353,杰瑞股份,33.52,1.58%,0.52,10.56万,3.51亿,3.15%,33.70,32.66,32.86,33.00,1.16,1.75%,21.60,3.05
300566,激智科技,32.35,1.57%,0.50,2.28万,7413.66万,4.08%,32.98,31.68,31.85,31.85,1.16,1.97%,41.44,6.54
300478,杭州高新,9.08,1.57%,0.14,2.23万,2017.53万,3.69%,9.17,8.84,8.94,8.94,0.79,1.84%,-26.01,5.16
688228,开普云,47.39,1.56%,0.73,1992,947.17万,2.68%,47.98,46.73,46.75,46.66,0.81,1.31%,105.55,2.81
600880,博瑞传播,3.90,1.56%,0.06,25.04万,9688.14万,6.51%,3.95,3.70,3.86,3.84,3.33,2.29%,57.29,1.47
000029,深深房Ａ,7.15,1.56%,0.11,8.45万,6057.18万,3.41%,7.25,7.01,7.04,7.04,0.97,0.95%,27.28,1.96
002325,洪涛股份,2.61,1.56%,0.04,5.26万,1372.15万,2.72%,2.63,2.56,2.57,2.57,0.52,0.56%,-45.34,1.09
603228,景旺电子,29.40,1.55%,0.45,2.59万,7638.75万,3.39%,29.88,28.90,29.00,28.95,0.58,0.31%,27.49,4.17
300241,瑞丰光电,6.54,1.55%,0.10,13.85万,9132.22万,4.35%,6.73,6.45,6.45,6.44,0.73,3.25%,62.48,2.83
002019,亿帆医药,18.99,1.55%,0.29,10.67万,2.03亿,4.81%,19.41,18.51,18.69,18.70,0.96,1.29%,19.30,2.80
600894,广日股份,7.87,1.55%,0.12,5.76万,4549.59万,2.32%,7.97,7.79,7.79,7.75,0.91,0.67%,9.61,0.85
603677,奇精机械,11.17,1.55%,0.17,7480,830.17万,1.64%,11.18,11.00,11.03,11.00,0.67,0.39%,31.54,2.24
000021,深科技,18.40,1.55%,0.28,14.78万,2.73亿,4.14%,18.75,18.00,18.08,18.12,0.90,1.01%,45.53,3.74
605266,健之佳,110.43,1.54%,1.68,1.07万,1.17亿,5.23%,112.00,106.31,108.01,108.75,0.70,8.10%,25.66,3.58
002142,宁波银行,35.52,1.54%,0.54,37.79万,13.36亿,2.97%,35.70,34.66,35.00,34.98,1.16,0.64%,14.20,2.12
300576,容大感光,46.76,1.54%,0.71,4.54万,2.11亿,6.80%,47.94,44.81,46.07,46.05,0.92,5.88%,132.84,14.70
601800,中国交建,7.26,1.54%,0.11,22.61万,1.64亿,2.38%,7.31,7.14,7.15,7.15,1.07,0.19%,8.74,0.58
002436,兴森科技,9.24,1.54%,0.14,16.25万,1.51亿,5.27%,9.48,9.00,9.08,9.10,0.80,1.29%,22.54,4.35
002351,漫步者,13.22,1.54%,0.20,11.09万,1.46亿,4.84%,13.44,12.81,12.90,13.02,1.09,2.43%,47.75,5.99
300739,明阳电路,19.17,1.54%,0.29,2.50万,4826.55万,3.87%,19.65,18.92,19.00,18.88,0.72,3.56%,36.58,3.90
300785,值得买,82.65,1.54%,1.25,5253,4341.69万,2.65%,83.28,81.12,81.12,81.40,0.86,2.29%,64.69,4.66
600309,万华化学,89.35,1.53%,1.35,16.32万,14.61亿,2.91%,90.63,88.07,88.38,88.00,0.92,1.15%,39.33,6.38
300480,光力科技,13.25,1.53%,0.20,3.68万,4923.43万,5.13%,13.67,13.00,13.00,13.05,1.21,2.23%,59.01,4.36
002636,金安国纪,9.32,1.53%,0.14,26.04万,2.44亿,4.79%,9.56,9.12,9.22,9.18,0.86,3.60%,55.07,2.46
600751,海航科技,2.67,1.52%,0.04,27.17万,7210.91万,2.66%,2.68,2.61,2.63,2.63,0.90,1.06%,12.66,0.57
300762,上海瀚讯,40.05,1.52%,0.60,2.42万,9837.04万,7.33%,41.70,38.81,38.90,39.45,0.89,2.24%,126.49,6.71
003020,立方制药,34.06,1.52%,0.51,2.47万,8425.49万,2.77%,34.49,33.56,33.56,33.55,0.54,10.68%,23.75,2.77
600466,蓝光发展,4.68,1.52%,0.07,40.17万,1.90亿,5.42%,4.84,4.59,4.61,4.61,2.14,1.32%,3.99,0.85
300810,中科海讯,36.79,1.52%,0.55,7708,2881.19万,5.55%,38.36,36.35,36.58,36.24,0.83,1.48%,-172.68,2.97
603811,诚意药业,22.12,1.51%,0.33,1.19万,2612.02万,6.70%,22.48,21.02,21.52,21.79,0.86,0.71%,26.97,4.55
300096,易联众,8.05,1.51%,0.12,8.69万,7051.49万,4.16%,8.24,7.91,7.93,7.93,1.19,2.31%,-64.61,5.22
002864,盘龙药业,24.87,1.51%,0.37,7729,1924.05万,3.10%,25.20,24.44,24.47,24.50,0.79,1.40%,24.49,3.05
000526,紫光学大,52.47,1.51%,0.78,1.05万,5481.93万,5.32%,53.42,50.67,51.99,51.69,1.43,1.09%,124.44,38.71
000548,湖南投资,4.04,1.51%,0.06,6.02万,2425.97万,3.02%,4.08,3.96,3.98,3.98,1.23,1.21%,21.12,1.13
300323,华灿光电,12.18,1.50%,0.18,30.45万,3.70亿,5.92%,12.50,11.79,12.00,12.00,1.59,3.65%,-107.33,2.44
600398,海澜之家,6.11,1.50%,0.09,9.05万,5469.09万,2.33%,6.12,5.98,5.99,6.02,0.92,0.21%,15.34,2.08
002413,雷科防务,6.81,1.49%,0.10,22.31万,1.52亿,3.87%,6.92,6.66,6.69,6.71,0.84,2.14%,55.13,1.97
600716,凤凰股份,4.09,1.49%,0.06,2.35万,957.74万,2.23%,4.12,4.03,4.06,4.03,0.47,0.25%,46.82,0.64
600797,浙大网新,6.82,1.49%,0.10,10.41万,7118.46万,3.13%,6.94,6.73,6.75,6.72,0.70,1.01%,30.70,1.68
603329,上海雅仕,12.28,1.49%,0.18,1.27万,1556.89万,4.13%,12.45,11.95,12.00,12.10,0.79,0.96%,20.36,2.46
300097,智云股份,10.24,1.49%,0.15,3.99万,4099.58万,3.77%,10.46,10.08,10.19,10.09,0.78,1.84%,53.24,2.18
601155,新城控股,34.31,1.48%,0.50,6.41万,2.19亿,1.86%,34.38,33.75,33.90,33.81,1.07,0.29%,12.26,1.94
603327,福蓉科技,19.23,1.48%,0.28,1.56万,3000.09万,4.12%,19.61,18.83,19.21,18.95,0.62,1.52%,22.74,5.39
300349,金卡智能,12.39,1.47%,0.18,3.22万,3987.05万,2.87%,12.56,12.21,12.26,12.21,0.84,0.85%,17.49,1.45
600446,金证股份,15.87,1.47%,0.23,7.03万,1.12亿,2.75%,16.09,15.66,15.73,15.64,0.89,0.82%,42.96,6.24
002543,万和电气,8.28,1.47%,0.12,3.26万,2693.60万,2.82%,8.36,8.13,8.19,8.16,0.82,0.52%,10.72,1.57
603596,伯特利,33.17,1.47%,0.48,2.92万,9672.50万,3.64%,33.69,32.50,32.90,32.69,0.78,1.71%,33.87,5.39
300523,辰安科技,31.82,1.47%,0.46,8522,2729.24万,4.11%,32.80,31.51,31.55,31.36,0.62,0.37%,1730.58,4.94
603059,倍加洁,22.20,1.46%,0.32,5351,1184.78万,2.65%,22.42,21.84,21.90,21.88,0.70,2.14%,23.15,2.17
002317,众生药业,11.10,1.46%,0.16,12.53万,1.39亿,5.58%,11.41,10.80,10.92,10.94,0.93,1.76%,22.49,2.15
300736,百邦科技,9.03,1.46%,0.13,2.98万,2704.10万,3.37%,9.20,8.90,8.90,8.90,1.04,3.67%,-33.22,4.79
603232,格尔软件,26.40,1.46%,0.38,2.58万,6824.72万,3.73%,26.94,25.97,25.99,26.02,1.08,1.50%,-113.32,4.10
603012,创力集团,6.26,1.46%,0.09,4.59万,2873.34万,2.27%,6.31,6.17,6.18,6.17,0.83,0.72%,11.62,1.41
603605,珀莱雅,165.10,1.46%,2.37,1.32万,2.16亿,4.30%,167.20,160.20,162.68,162.73,0.96,0.66%,87.38,15.08
600909,华安证券,7.67,1.46%,0.11,39.90万,3.08亿,3.57%,7.84,7.57,7.57,7.56,1.28,1.10%,20.79,2.00
002398,垒知集团,7.68,1.45%,0.11,4.67万,3609.14万,5.94%,7.93,7.48,7.54,7.57,0.99,0.84%,14.43,1.72
002423,中粮资本,9.08,1.45%,0.13,10.70万,9773.03万,5.47%,9.37,8.88,8.95,8.95,2.73,2.13%,16.81,1.23
603138,海量数据,13.97,1.45%,0.20,2.15万,3008.95万,3.56%,14.17,13.68,13.76,13.77,0.99,0.85%,132.60,7.05
300558,贝达药业,100.64,1.45%,1.44,3.46万,3.49亿,4.43%,102.50,98.11,99.00,99.20,0.80,0.86%,60.69,10.43
603416,信捷电气,87.45,1.45%,1.25,1.65万,1.43亿,4.78%,88.00,83.88,87.49,86.20,0.79,1.81%,37.41,8.62
300404,博济医药,11.20,1.45%,0.16,2.02万,2262.83万,3.35%,11.42,11.05,11.13,11.04,0.77,1.34%,97.78,5.62
300872,天阳科技,38.64,1.44%,0.55,3.22万,1.25亿,4.65%,39.35,37.58,37.81,38.09,1.12,6.04%,73.74,4.02
300128,锦富技术,3.53,1.44%,0.05,26.86万,9556.84万,4.31%,3.62,3.47,3.51,3.48,1.17,2.49%,-555.77,3.23
603358,华达科技,18.36,1.44%,0.26,2.28万,4142.62万,2.87%,18.37,17.85,18.10,18.10,0.80,0.73%,35.42,2.15
601872,招商轮船,5.65,1.44%,0.08,39.95万,2.24亿,3.95%,5.71,5.49,5.55,5.57,1.31,0.75%,7.18,1.38
603967,中创物流,13.44,1.43%,0.19,1.19万,1597.25万,4.75%,13.79,13.16,13.25,13.25,1.18,1.79%,19.76,1.85
002609,捷顺科技,9.21,1.43%,0.13,3.80万,3510.08万,2.64%,9.32,9.08,9.14,9.08,0.70,0.88%,71.04,2.81
605218,伟时电子,14.20,1.43%,0.20,1.57万,2219.07万,3.43%,14.34,13.86,13.94,14.00,0.72,2.95%,39.90,2.78
600579,克劳斯,4.97,1.43%,0.07,2.45万,1211.65万,3.06%,5.03,4.88,4.90,4.90,0.67,0.60%,-13.80,0.68
002837,英维克,17.81,1.42%,0.25,2.79万,4970.40万,4.95%,18.15,17.28,17.48,17.56,1.17,1.18%,35.19,4.27
002098,浔兴股份,5.70,1.42%,0.08,5.97万,3436.75万,6.05%,5.87,5.53,5.53,5.62,0.66,1.67%,24.86,3.00
002707,众信旅游,4.99,1.42%,0.07,20.50万,1.03亿,3.05%,5.11,4.96,5.00,4.92,0.82,3.65%,-10.85,2.13
603725,天安新材,7.13,1.42%,0.10,1.61万,1144.87万,5.55%,7.24,6.85,7.04,7.03,1.51,0.79%,60.08,1.83
002229,鸿博股份,6.42,1.42%,0.09,7.04万,4521.91万,4.58%,6.55,6.26,6.35,6.33,0.81,1.41%,80.91,1.90
688308,欧科亿,26.45,1.42%,0.37,1.75万,4662.57万,6.02%,27.38,25.81,26.14,26.08,0.76,7.70%,25.54,2.07
600223,鲁商发展,8.58,1.42%,0.12,19.06万,1.62亿,4.61%,8.64,8.25,8.53,8.46,0.52,1.89%,15.73,2.88
000159,国际实业,5.01,1.42%,0.07,5.63万,2813.08万,2.43%,5.06,4.94,4.94,4.94,0.69,1.17%,28.04,1.08
600735,新华锦,5.02,1.41%,0.07,2.11万,1054.91万,2.63%,5.06,4.93,4.94,4.95,0.76,0.56%,40.51,1.99
300119,瑞普生物,18.65,1.41%,0.26,2.82万,5262.83万,3.15%,18.80,18.22,18.54,18.39,0.63,1.15%,22.43,3.27
000697,炼石航空,10.76,1.41%,0.15,14.18万,1.54亿,4.81%,11.13,10.62,10.90,10.61,1.06,2.46%,-29.98,5.41
002421,达实智能,3.59,1.41%,0.05,17.31万,6255.60万,3.95%,3.67,3.53,3.54,3.54,1.30,0.98%,24.60,2.28
600724,宁波富达,3.61,1.40%,0.05,1.28万,459.53万,3.09%,3.65,3.54,3.55,3.56,0.63,0.09%,15.14,1.87
300295,三六五网,12.29,1.40%,0.17,1.67万,2062.59万,3.14%,12.47,12.09,12.09,12.12,0.74,1.03%,48.74,1.85
601990,南京证券,11.58,1.40%,0.16,29.08万,3.38亿,2.98%,11.79,11.45,11.45,11.42,0.85,1.41%,44.76,3.75
600136,当代文体,6.52,1.40%,0.09,4.90万,3205.34万,3.27%,6.64,6.43,6.50,6.43,0.99,1.01%,-2.20,1.26
300765,新诺威,18.15,1.40%,0.25,2.04万,3694.57万,5.20%,18.60,17.67,18.08,17.90,0.80,1.94%,22.23,2.89
600035,楚天高速,2.91,1.39%,0.04,4.91万,1423.80万,1.74%,2.92,2.87,2.88,2.87,1.15,0.31%,13.16,0.74
002776,柏堡龙,5.10,1.39%,0.07,7.23万,3693.55万,2.78%,5.15,5.01,5.02,5.03,0.75,1.34%,14.72,1.08
601519,大智慧,9.49,1.39%,0.13,31.33万,3.00亿,3.31%,9.72,9.41,9.41,9.36,1.33,1.58%,909.47,12.79
600323,瀚蓝环境,24.11,1.39%,0.33,4.07万,9793.49万,4.54%,24.42,23.34,23.71,23.78,0.89,0.53%,18.03,2.58
603933,睿能科技,10.96,1.39%,0.15,1.04万,1144.05万,3.79%,11.13,10.72,10.72,10.81,0.83,0.52%,99.38,2.14
600668,尖峰集团,13.91,1.38%,0.19,3.25万,4525.56万,2.77%,14.10,13.72,13.72,13.72,1.14,0.94%,6.95,1.12
600066,宇通客车,16.84,1.38%,0.23,21.66万,3.61亿,4.76%,16.99,16.20,16.63,16.61,0.76,0.98%,178.68,2.51
300100,双林股份,11.72,1.38%,0.16,19.73万,2.36亿,6.66%,12.38,11.61,11.75,11.56,1.16,5.18%,20.84,2.49
000665,湖北广电,4.40,1.38%,0.06,4.34万,1904.32万,3.00%,4.45,4.32,4.36,4.34,1.10,0.44%,-43.67,0.67
002649,博彦科技,8.81,1.38%,0.12,9.27万,8184.04万,2.42%,8.91,8.70,8.70,8.69,0.43,2.01%,15.65,1.65
600376,首开股份,5.89,1.38%,0.08,3.02万,1781.43万,2.24%,5.94,5.81,5.81,5.81,0.81,0.12%,8.28,0.61
688568,中科星图,42.05,1.37%,0.57,8620,3637.27万,3.09%,42.76,41.48,41.94,41.48,0.47,1.82%,216.97,8.25
000421,南京公用,7.38,1.37%,0.10,64.17万,4.65亿,16.21%,8.00,6.82,7.47,7.28,2.55,11.21%,7.86,1.42
002871,伟隆股份,16.98,1.37%,0.23,1.10万,1849.55万,2.63%,16.98,16.54,16.75,16.75,0.78,1.95%,32.18,3.06
600860,*ST京城,4.43,1.37%,0.06,1.28万,563.17万,3.66%,4.48,4.32,4.32,4.37,1.11,0.40%,-45.56,4.23
603595,东尼电子,19.98,1.37%,0.27,1.23万,2454.93万,3.15%,20.27,19.65,19.66,19.71,0.73,0.76%,87.32,3.88
002568,百润股份,100.70,1.37%,1.36,3.16万,3.15亿,5.10%,102.68,97.61,98.41,99.34,0.94,0.91%,105.62,17.61
000736,中交地产,6.67,1.37%,0.09,1.96万,1307.25万,3.65%,6.78,6.54,6.56,6.58,0.83,0.28%,12.16,1.55
688007,光峰科技,18.54,1.37%,0.25,1.31万,2427.08万,3.28%,18.90,18.30,18.40,18.29,0.63,0.46%,142.63,4.17
600039,四川路桥,4.45,1.37%,0.06,18.60万,8235.10万,2.51%,4.47,4.36,4.36,4.39,1.16,0.52%,9.28,0.99
688418,震有科技,25.96,1.37%,0.35,7532,1965.60万,4.26%,26.45,25.36,25.61,25.61,0.59,1.91%,259.00,4.09
601333,广深铁路,2.23,1.36%,0.03,21.43万,4798.78万,3.64%,2.28,2.20,2.20,2.20,0.99,0.38%,-10.61,0.57
300771,智莱科技,28.26,1.36%,0.38,1.30万,3635.08万,3.19%,28.46,27.57,27.63,27.88,0.80,1.74%,16.89,2.60
000014,沙河股份,8.19,1.36%,0.11,1.65万,1355.76万,2.72%,8.27,8.05,8.07,8.08,0.98,0.82%,89.58,1.83
002153,石基信息,30.56,1.36%,0.41,2.85万,8700.32万,2.95%,30.89,30.00,30.41,30.15,0.88,0.45%,278.84,3.77
300003,乐普医疗,26.84,1.36%,0.36,18.32万,4.89亿,3.66%,27.06,26.09,26.30,26.48,0.69,1.20%,18.41,4.82
300195,长荣股份,5.97,1.36%,0.08,6.69万,4006.99万,3.57%,6.10,5.89,5.89,5.89,0.71,2.28%,49.63,0.91
300543,朗科智能,13.44,1.36%,0.18,1.88万,2515.92万,3.02%,13.55,13.15,13.24,13.26,0.58,1.19%,23.91,3.38
600082,海泰发展,2.99,1.36%,0.04,2.25万,673.85万,3.39%,3.03,2.93,2.97,2.95,0.75,0.35%,-37.37,1.16
000056,皇庭国际,2.99,1.36%,0.04,2.14万,639.22万,1.69%,3.00,2.95,2.95,2.95,0.71,0.24%,88.56,0.67
300607,拓斯达,33.66,1.36%,0.45,2.55万,8534.86万,3.64%,34.11,32.90,33.21,33.21,0.59,1.53%,12.98,4.15
688033,天宜上佳,14.25,1.35%,0.19,1.83万,2605.39万,2.20%,14.33,14.02,14.06,14.06,0.61,0.60%,75.80,2.71
603995,甬金股份,25.50,1.35%,0.34,2.96万,7595.48万,6.60%,26.36,24.70,25.10,25.16,1.62,2.86%,17.01,1.96
600817,ST宏盛,15.00,1.35%,0.20,1.06万,1566.76万,4.86%,15.15,14.43,14.80,14.80,1.10,0.68%,-1186.52,3.02
601456,国联证券,19.52,1.35%,0.26,61.18万,12.10亿,4.47%,20.19,19.33,19.35,19.26,1.24,12.86%,75.83,4.43
000712,锦龙股份,15.03,1.35%,0.20,17.48万,2.63亿,3.51%,15.30,14.78,14.90,14.83,1.10,2.20%,50.03,3.82
002943,宇晶股份,18.04,1.35%,0.24,8891,1600.22万,3.03%,18.22,17.68,17.69,17.80,0.58,1.68%,-864.78,2.33
601588,北辰实业,2.26,1.35%,0.03,15.68万,3551.94万,3.14%,2.30,2.23,2.23,2.23,1.62,0.59%,44.33,0.53
300190,维尔利,7.54,1.34%,0.10,6.29万,4779.82万,4.30%,7.72,7.40,7.40,7.44,0.92,0.84%,14.81,1.40
002626,金达威,33.93,1.34%,0.45,5.47万,1.83亿,2.87%,33.99,33.03,33.50,33.48,0.73,0.89%,19.75,6.37
002404,嘉欣丝绸,7.55,1.34%,0.10,18.55万,1.41亿,5.64%,7.79,7.37,7.39,7.45,0.69,4.04%,21.86,2.42
002956,西麦食品,28.70,1.34%,0.38,1.67万,4745.13万,3.81%,28.88,27.80,28.30,28.32,0.57,2.39%,30.91,3.47
600180,瑞茂通,5.29,1.34%,0.07,2.31万,1222.60万,2.68%,5.34,5.20,5.22,5.22,0.83,0.23%,26.65,0.88
002327,富安娜,7.56,1.34%,0.10,4.40万,3310.47万,4.29%,7.65,7.33,7.39,7.46,1.16,0.86%,17.59,1.84
603863,松炀资源,9.83,1.34%,0.13,2.21万,2169.59万,2.27%,9.92,9.70,9.70,9.70,0.97,2.04%,29.87,1.73
300503,昊志机电,10.61,1.34%,0.14,11.49万,1.23亿,6.21%,11.06,10.41,10.45,10.47,1.04,6.11%,25.10,3.09
603703,盛洋科技,12.13,1.34%,0.16,3.67万,4441.56万,4.85%,12.33,11.75,11.88,11.97,1.05,1.60%,411.71,6.27
002024,苏宁易购,7.59,1.34%,0.10,23.03万,1.75亿,3.60%,7.72,7.45,7.51,7.49,0.79,0.30%,96.87,0.82
300766,每日互动,15.96,1.33%,0.21,7.08万,1.14亿,4.44%,16.32,15.62,15.65,15.75,0.80,2.29%,54.45,3.64
600854,春兰股份,3.82,1.33%,0.05,4.53万,1727.36万,2.65%,3.86,3.76,3.76,3.77,1.07,0.87%,27.49,0.96
002537,海联金汇,7.66,1.32%,0.10,73.08万,5.66亿,7.94%,8.05,7.45,7.50,7.56,1.63,5.90%,39.07,2.37
300414,中光防雷,11.53,1.32%,0.15,7.02万,8106.22万,5.89%,11.83,11.16,11.17,11.38,0.96,2.30%,83.05,4.16
688008,澜起科技,81.64,1.32%,1.06,3.82万,3.13亿,3.92%,83.27,80.11,80.48,80.58,0.68,0.91%,78.81,11.61
603709,中源家居,20.83,1.31%,0.27,5464,1140.81万,3.02%,21.15,20.53,20.62,20.56,0.66,2.73%,35.28,2.64
603005,晶方科技,62.50,1.31%,0.81,5.69万,3.59亿,3.57%,64.00,61.80,61.80,61.69,0.94,1.77%,56.22,9.00
600881,亚泰集团,3.09,1.31%,0.04,7.56万,2331.61万,1.64%,3.10,3.05,3.07,3.05,0.76,0.23%,48.92,0.69
